postal_code,city,state,Fri_p0.95,Mon_p0.95,Sat_p0.95,Sun_p0.95,Thu_p0.95,Tue_p0.95,Wed_p0.95,Total P95
43230,Gahanna,OH,13.0,12.0,12.0,13.0,14.0,14.0,14.0,13.0
V3W,Surrey,BC,14.0,14.0,14.0,14.0,14.0,14.0,10.0,14.0
V5T 1A9,Vancouver,BC,9.0,9.0,10.0,,9.0,9.0,9.0,10.0
V6E 1B2,Vancouver,BC,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
V6X 2C1,Richmond,BC,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
02467,Boston,MA,11.0,9.0,11.0,11.0,11.0,9.0,11.0,11.0
V5N 2T7,Vancouver,BC,17.0,10.0,17.0,17.0,17.0,17.3,17.0,17.0
V6J 1C8,Vancouver,BC,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3
02149,Andover,MA,,,,,,,,
V6B 6E3,Vancouver,BC,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0
V3M 6H5,New Westminster,BC,9.0,9.0,9.3,10.0,9.0,9.0,9.0,10.0
V5Y 1B8,Vancouver,BC,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
V5V 3P3,Vancouver,BC,16.0,18.0,16.0,16.0,16.0,14.0,16.0,16.0
V3L 1B7,New Westminster,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V3L 4R6,New Westminster,BC,11.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0
V5J 3S9,Burnaby,BC,,,,,,,,
02062,Norwood Center,MA,6.3,,6.3,7.0,6.3,6.3,6.3,7.0
V6H 3R8,Vancouver,BC,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3
V7P 3G2,North Vancouver,BC,,,,,,,,
V7X 1L3,Vancouver,BC,,0.0,,,,,,0.0
V6B 1E1,Vancouver,BC,11.3,11.3,11.3,12.0,11.3,11.3,11.3,12.0
V6S 0B1,Vancouver,BC,6.3,6.3,7.0,7.3,6.3,6.3,6.3,7.3
V6J 3L9,Vancouver,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V5L 2J9,Vancouver,BC,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0
V6X 2N8,Richmond,BC,,,,,,,,
02135,brighton,MA,9.3,9.3,9.3,11.0,9.3,9.3,9.3,11.0
43018,Etna,OH,7.0,8.0,8.0,,10.0,7.0,8.0,10.0
V5R 4H6,Vancouver,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V5Y 1R3,Vancouver,BC,10.0,10.0,10.0,11.0,10.0,10.0,10.0,11.0
02472,East Watertown,MA,9.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0
97292,Portland,OR,8.0,8.0,,,8.0,8.0,8.0,8.0
V3B 5R5,Coquitlam,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V5H 2E5,Burnaby,BC,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3
V6B 5P2,Vancouver,BC,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
V5K 1Z1,Vancouver,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V7P 2E5,North Vancouver,BC,,,,,,,,
32927,Port Saint John,FL,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
V6B 5L1,Vancouver,BC,,,,,,,,
30308,Atlanda,GA,9.0,0.0,10.0,,9.0,9.0,9.0,10.0
V3B 1T4,Port Coquitlam,BC,14.0,14.0,14.0,14.3,14.0,14.0,14.0,14.3
V6Z 1S4,Vancouver,BC,9.0,0.0,,,9.0,9.0,9.0,9.0
V7W 3C7,West Vancouver,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V5N 4G1,Vancouver,BC,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
V5X 2V7,Vancouver,BC,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
V6A 2W5,Vancouver,BC,7.3,7.3,9.3,9.3,7.3,7.3,7.3,9.3
V5N 4C3,Vancouver,BC,9.3,10.0,10.0,9.0,9.3,9.3,9.3,10.0
02109,BOSTON,MA,11.0,11.0,11.0,12.0,10.0,11.0,11.0,12.0
30337,Clayton,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V6V 2R3,Richmond,BC,11.0,11.0,11.3,,11.0,11.0,11.0,11.3
V7C 0B5,Richmond,BC,11.0,,11.0,11.0,11.0,11.0,11.0,11.0
V5H 2G7,Burnaby,BC,7.3,0.0,8.0,12.0,7.3,7.3,7.3,12.0
V5V 2G8,Vancouver,BC,,,,,,,,
V6Y 4A8,Richmond,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
78602,Bastrop,TX,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
V3M 5Y4,New Westminster,BC,,,,,,,,
32789,Winter Park ,FL,,,,,,,,
02458,Newton Corner,MA,16.3,0.0,16.3,16.0,16.3,16.3,16.3,16.3
V7E 3B6,Steveston,BC,9.0,9.0,8.0,8.0,9.0,9.0,9.0,9.0
01880,Wakefield,MA,14.0,12.0,12.0,14.0,14.3,15.0,15.3,14.0
43204,Columbus,OH,11.0,11.0,11.0,15.0,11.0,11.0,11.0,11.0
78701,Austin,TX,18.0,17.0,19.0,18.0,18.0,17.0,17.0,17.3
78753,Austin,TX,12.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0
V6K 2G4,Vancouver,BC,11.3,13.0,11.3,12.0,11.3,11.0,11.3,12.0
V6Z 1N9,Vancouver,BC,10.0,11.0,11.0,9.0,10.0,10.0,10.0,11.0
V5R 5W2,Vancouver,BC,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
V3M 6B9,New Westminster,BC,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
V5N 2A9,Vancouver,BC,9.0,9.0,,,9.0,9.0,9.0,9.0
V6K 4N3,Vancouver,BC,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3
V6X 3J7,Richmond,BC,7.3,7.3,8.0,9.0,7.3,7.3,7.3,9.0
V5N 1T6,Vancouver,BC,9.0,9.0,8.3,,9.0,9.0,9.0,9.0
02043,HINGHAM,MA,11.0,11.0,11.0,12.0,10.0,11.0,11.0,12.0
V6Y 2N9,Richmond,BC,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
V6B 0M3,Vancouver,BC,8.0,8.0,9.0,9.0,8.0,8.0,8.0,9.0
02324,Boston,MA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V5T 3J2,Vancouver,BC,,,,,,,,
02094,Needham,MA,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
V6X 2J3,Richmond,BC,9.0,9.0,9.0,,9.0,9.0,9.0,9.0
02169,Quincy,MA,12.0,11.3,12.0,12.0,12.0,12.0,12.0,12.0
32754,Mims,FL,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V3N 1B3,Burnaby,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V3R 7B7,Surrey,BC,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
V5B 1R3,Burnaby,BC,10.0,8.3,10.0,11.0,15.45,10.0,10.0,11.0
V5R 5K6,Vancouver,BC,17.0,17.0,17.0,20.0,17.0,17.0,17.0,17.0
V5Z 2T5,Vancouver,BC,12.0,10.3,12.0,12.0,12.0,10.3,10.3,12.0
V6B 2T9,Vancouver,BC,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
V6R 2H6,Vancouver,BC,13.0,13.0,11.0,10.3,13.0,13.0,13.0,13.0
V6X 1A3,Richmond,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V6Z 2T2,Vancouver,BC,10.0,10.0,10.0,,10.0,10.0,10.0,10.0
02170,Wollaston,MA,13.0,0.0,8.0,0.0,13.0,13.0,13.0,13.0
02466,Auburndale,MA,11.0,10.0,11.0,11.0,11.0,10.0,11.0,11.0
30079,Scottdale,GA,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
80027,Lousiville,CO,10.0,10.0,10.0,11.0,10.0,10.0,10.0,11.0
V6B 1C2,Vancouver,BC,11.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0
V6X 0M6,Richmond,BC,12.0,14.0,12.0,12.0,14.0,14.0,14.0,14.0
V6Z 1M7,Vancouver,BC,17.0,17.0,15.0,15.0,17.3,17.0,17.3,17.3
V7J 1V2,North Vancouver,BC,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
34758,Orlando,FL,13.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0
V3S 2W4,North Vancouver,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V5M 0A7,Vancouver,BC,,,,,,,,
V5P 2R6,Vancouver,BC,11.3,10.3,11.0,11.0,11.3,11.3,11.3,11.3
V6V 2M6,Richmond,BC,9.3,9.3,10.0,11.0,9.3,9.3,9.3,11.0
V6B 6L4,Vancouver,BC,12.0,9.0,12.0,12.0,17.0,17.0,17.0,17.0
97296,Portland,OR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V5R 1W6,Vancouver,BC,11.0,11.0,,,11.0,11.0,11.0,11.0
V6B 2G3,Vancouver,BC,14.0,10.0,12.0,12.0,14.0,14.0,14.0,14.0
V6M 2A7,Vancouver,BC,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3
02472,"Watertown,",MA,10.0,9.0,9.0,,,9.0,9.0,10.0
V3K 6Y6,Coquitlam,BC,15.0,16.0,12.0,12.0,16.0,12.0,16.0,16.0
V5L 3K8,Vancouver,BC,8.0,8.0,8.3,,8.0,8.0,8.0,8.3
32804,orlando,FL,9.0,,9.0,,9.0,9.0,9.0,9.0
02113,BOSTON,MA,10.0,10.0,10.0,10.0,10.0,,10.0,10.0
78478,Austin,TX,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45
V3K 1C7,Coquitlam,BC,9.0,9.0,9.0,,9.0,9.0,9.0,9.0
V5J 0B3,Burnaby,BC,8.3,8.3,,,8.3,8.3,8.3,8.3
97268,Oak Grove,OR,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
32783,Titusville,FL,,0.0,,11.0,11.0,11.0,11.0,11.0
02730,Rockland,MA,8.3,8.3,,,8.3,8.3,8.3,8.3
V3C 3W4,Port Coquitlam,BC,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3
02021,Canton,MA,11.3,11.3,11.3,14.0,11.3,11.3,11.3,12.0
02032,Walpole,MA,16.0,11.0,16.0,16.0,16.0,16.0,16.0,16.0
78758,Austin,TX,13.0,11.0,12.0,13.3,15.0,14.0,15.0,13.0
V5B 1R7,Burnaby,BC,17.0,11.3,17.0,17.0,17.0,17.0,17.0,17.0
V5H 4T6,BURNABY,BC,11.0,11.0,10.0,11.0,11.0,11.0,11.0,11.0
V5X 3G9,Vancouver,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V7T 2W4,West Vancouver,BC,11.0,11.0,11.0,11.0,10.0,10.0,10.0,11.0
33896,Champions Gate,FL,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
34746,Orlando,FL,18.0,18.0,14.0,13.0,18.0,11.0,17.0,18.0
97211,NE Portland,OR,,,,,,,,
V3B 6S2,Coquitlam,BC,11.3,12.0,11.3,12.0,11.3,11.3,11.3,11.3
32952,Merritt Island,FL,10.0,10.0,11.0,11.0,11.0,10.0,10.0,11.0
V5N 4C9,Vancouver,BC,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
V6J 3Y5,Vancouver,BC,11.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0
V6K 1P8,Vancouver,BC,17.3,17.3,18.3,17.3,17.3,17.3,17.3,17.3
V6X 2W9,Richmond,BC,,,,,,,,
V6X 3A5,Richmond,BC,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
V5R 2X1,Vancouver,BC,9.0,0.0,9.0,,9.0,9.0,9.0,9.0
V5V 4E5,Vancouver,BC,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
V6A 2V1,Vancouver,BC,17.0,17.0,17.0,11.0,17.0,17.0,17.0,17.0
02185,Braintree,MA,9.3,9.3,9.3,10.0,9.3,9.3,10.0,10.0
V6P 4B7,Vancouver,BC,7.3,7.3,,,7.3,7.3,7.3,7.3
V5J 0H3,Burnaby,BC,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
V5Y,Vancouver,BC,11.0,11.0,14.0,14.0,11.0,11.0,11.0,14.0
V6G 2C7,Vancouver,BC,11.0,11.0,11.0,,11.0,11.0,11.0,11.0
V5B 4Y5,Burnaby,BC,7.0,7.0,8.0,,7.0,7.0,7.0,8.0
V6X 2A8,Richmond,BC,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3
V6V 1P7,Richmond,BC,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3
32713,DEBARY,FL,6.0,6.0,0.0,0.0,6.0,6.0,6.0,6.0
V3L 0E2,New Westminster,BC,6.0,6.0,7.0,8.0,6.0,6.0,6.0,8.0
V5L 2C4,Vancouver,BC,8.0,8.0,,,8.0,8.0,8.0,8.0
V6P 3G2,Vancouver,BC,,,,,,,,
V7H 1S5,North Vancouver,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01864,N.Reading,MA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
V7G 1V5,North Vancouver,BC,,,,,,,,
32707,Cassselberry,FL,10.0,,10.0,10.0,10.0,10.0,10.0,10.0
V6P 3H6,Vancouver,BC,8.0,8.0,9.0,,8.0,8.0,8.0,9.0
02134,Boston,MA,16.0,14.0,15.0,13.0,16.0,15.0,16.0,15.0
V6B 1M1,Vancouver,BC,11.0,10.0,12.0,17.0,11.0,11.0,11.0,11.0
V7Y 1C6,Vancouver,BC,7.3,7.3,,,7.3,7.3,7.3,7.3
43119,Galloway,OH,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
V5T 3G2,Vancouver,BC,11.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0
V6M 3W7,Vancouver,BC,10.0,10.0,10.0,11.0,10.0,10.0,10.0,11.0
78748,AUSTIN,TX,11.0,11.0,10.0,12.0,11.0,11.0,11.0,12.0
97124,Portland,OR,16.0,16.0,12.0,12.0,16.0,16.0,16.0,16.0
97298,Portland,OR,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
V6B 5K3,Vancouver,BC,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3
00961,Bayamon,FL,,,,,,,,
01731,Hanscom Air Force Base,MA,10.0,10.0,10.0,10.3,10.0,10.0,10.0,10.3
01880,"Wakefield, Massachusetts",MA,9.0,0.0,9.0,,9.0,9.0,9.0,9.0
43125,Columbus,OH,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
01905,Wakefield,MA,,,,,,,,
V6X 2P7,Richmond,BC,9.0,9.0,,,9.0,9.0,9.0,9.0
V6X 2C3,Vancouver,BC,11.0,11.0,10.0,10.0,11.0,11.0,11.0,11.0
V6G 1E4,Vancouver,BC,10.3,10.3,10.3,11.0,10.3,10.3,10.3,10.3
V5K 4S7,Burnaby,BC,10.0,,10.0,10.0,10.0,10.0,10.0,10.0
V6B 8N9,Vancouver,BC,,,,,,,,
V6H 3Z8,Vancouver,BC,,,,,,,,
V5T 4T3,Vancouver,BC,11.3,11.3,,,11.3,11.3,11.3,11.3
V3H 3P4,Port Moody,BC,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
V6A 0C3,Vancouver,BC,9.0,9.0,10.0,,9.0,9.0,9.0,10.0
V3N 3N3,Burnaby,BC,,,,,,,,
43054,Columbus,OH,9.0,9.0,7.3,8.0,9.0,9.0,9.0,9.0
78749,Austin,TX,11.0,11.0,11.0,13.0,11.0,11.3,11.0,11.3
80503,Longmont,CO,14.0,14.0,11.0,12.0,14.0,14.0,14.0,14.0
V6A 1R6,Vancouver,BC,11.0,0.0,10.0,10.0,11.0,10.0,11.0,11.0
V6A 4J1,Vancouver,BC,10.3,10.3,11.0,,10.3,10.3,10.3,11.0
V5C 4B9,Burnaby,BC,8.0,8.0,,,8.0,8.0,8.0,8.0
V6G 1J7,Vancouver,BC,,,,,,,,
V6Z 1W5,Vancouver,BC,17.3,17.3,17.3,11.0,17.3,17.3,17.3,17.3
V7R 2N5,North Vancouver,BC,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0
V7T 1E9,West Vancouver,BC,17.0,12.0,17.0,17.0,17.0,17.0,17.0,17.0
V6A 4H9,Vancouver,BC,7.0,9.0,7.0,7.0,7.0,7.0,7.0,9.0
V6G 1T2,Vancouver,BC,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
V6K 3C2,Vancouver,BC,11.0,17.0,10.0,10.0,11.0,11.0,11.0,11.0
V7M 2E8,North Vancouver,BC,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3
V3B 2H6,Coquitlam,BC,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
V3W 3H7,Surrey,BC,,,,,,,,
V6X 1A6,Richmond,BC,12.0,11.0,11.0,12.0,11.0,11.0,11.0,12.0
V7M 2E7,North Vancouver,BC,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3
V3B 3N5,Port Coquitlam,BC,11.0,11.0,11.0,12.0,11.0,11.0,11.0,12.0
V6G 2K7,Vancouver,BC,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
V6J 1G7,Vancouver,BC,10.0,0.0,10.0,,10.0,10.0,10.0,10.0
V7C 5W6,Richmond,BC,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3
V7C 5W5,Richmond,BC,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
V7N 1E6,North Vancouver,BC,10.0,7.0,10.0,8.0,10.0,7.0,7.0,10.0
31107,Atlanta,GA,10.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0
V3C 2A2,Port Coquitlam,BC,12.0,,12.0,12.0,12.0,12.0,12.0,12.0
01887,Tewksbury,MA,10.0,10.0,10.0,,9.0,10.0,10.0,10.0
V6A 4G4,Vancouver,BC,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0
V5M 2B8,Vancouver,BC,,,,,,,,
V7P 1T5,North Vancouver,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V3J 1S5,Coquitlam,BC,17.0,11.3,17.0,17.0,17.0,17.0,17.0,17.0
02062,Norwood,MA,12.0,11.3,12.0,12.3,12.0,12.0,12.0,12.0
32709,Christmas,FL,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3
34769,St Cloud,FL,19.0,10.0,19.0,11.0,17.0,12.0,17.0,17.0
78709,Austin,TX,10.0,10.0,9.0,13.0,10.0,10.0,10.0,10.0
V3M 4W8,New Westminster,BC,11.0,11.0,11.0,11.0,11.0,,11.0,11.0
V6R 2B8,Vancouver,BC,12.0,16.0,12.0,11.0,12.0,12.0,12.0,12.0
V6B 0B5,Vancouver,BC,,,,,,,,
V6E 1M5,Vancouver,BC,11.3,11.3,12.0,12.0,11.3,11.3,11.3,11.3
V6J 5L8,Vancouver,BC,10.0,11.0,10.0,11.0,10.0,10.0,10.0,11.0
V6X 1V7,Richmond,BC,17.0,18.0,12.0,12.0,18.0,18.0,17.0,18.0
V6Y 2C4,Richmond,BC,17.0,17.0,17.0,11.3,17.0,17.0,17.0,17.0
97225,portland,OR,,0.0,,,,,,0.0
V5B 2Z8,Burnaby,BC,9.0,10.0,9.0,9.0,9.0,9.0,9.0,10.0
V6E 2S1,Vancouver,BC,8.0,8.0,10.0,10.0,8.0,8.0,8.0,10.0
V7J 1G4,North Vancouver,BC,17.0,9.0,13.0,13.0,9.0,9.0,9.0,13.0
97076,Beaverton,OR,,,,,,,,
V7P 3N4,North Vancouver,BC,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
32806,Edgewood,FL,7.0,7.0,,,7.0,7.0,7.0,7.0
V3N 1A8,Burnaby,BC,18.0,18.0,15.0,15.0,18.0,18.0,9.3,18.0
V5M 4W3,Vancouver,BC,6.0,6.0,7.0,8.0,6.0,6.0,6.0,8.0
02467,West Roxbury,MA,7.0,7.0,7.0,7.0,7.0,10.0,7.0,10.0
V7B 1Y4,Richmond,BC,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
V7S,West Vancouver,BC,,,,,,,,
V7J 1A2,North Vancouver,BC,8.0,8.0,10.0,,8.0,8.0,8.0,10.0
V6E 4T3,Vancouver,BC,8.0,8.0,,,8.0,8.0,8.0,8.0
V6E 3N9,Vancouver,BC,9.0,9.0,,,9.0,9.0,9.0,9.0
V3H 2C8,Port Moody,BC,11.0,11.0,11.0,11.0,11.0,17.0,11.0,17.0
01908,Nahant,MA,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3
30035,Decatur,GA,12.0,11.0,11.3,12.0,11.0,11.0,11.0,12.0
V3W 1R1,Surrey,BC,12.0,12.0,12.3,12.3,12.0,11.3,12.0,12.3
V4E 2A9,Delta,BC,12.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0
V5Z 0G9,Vancouver,BC,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
V6E 3V7,Vancouver,BC,,,,,,,,
V3K 4Y1,Coquitlam,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
32707,Altamonte Springs,FL,10.0,,10.0,,10.0,10.0,10.0,10.0
V3K 1C9,Coquitlam,BC,17.0,11.0,17.0,17.0,17.0,17.0,17.0,17.0
V6J 3H6,Vancouver,BC,17.0,17.0,13.0,13.0,17.0,17.0,17.0,17.0
V6Z 1L8,Vancouver,BC,22.0,11.0,22.0,11.0,22.0,11.0,11.0,22.0
V7A 5G8,Richmond,BC,,17.3,9.0,10.3,17.3,17.3,17.3,17.3
V3H 2H4,Port Moody,BC,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3
V3W 3J3,Surrey,BC,11.0,,11.0,,11.0,11.0,11.0,11.0
V6E 4N5,Vancouver,BC,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0
V6K 4A9,Vancouver,BC,11.0,,8.0,,11.0,11.0,11.0,11.0
V6X 3E1,Richmond,BC,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0
43046,Millersport,OH,9.0,7.0,10.0,10.0,9.0,9.0,9.0,10.0
V3C 6M2,Port Coquitlam,BC,9.0,9.0,0.0,0.0,9.0,9.0,9.0,9.0
V5L 3H7,Vancouver,BC,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
V5S 0E3,Vancouver,BC,11.0,11.0,11.0,11.3,11.0,11.0,11.0,11.3
V6P 4G2,Vancouver,BC,12.0,12.0,12.0,12.0,12.0,16.0,16.0,16.0
43054,Gahanna,OH,,,,,,,,
V3H 1Z5,Port Moody,BC,9.3,,8.0,,9.3,9.3,9.3,9.3
V5Z 1J5,Vancouver,BC,11.0,8.0,9.0,9.0,11.0,11.0,11.0,11.0
V5T 2T4,Vancouver,BC,11.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0
V6E 4N1,Vancouver,BC,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
97266,PORTLAND,OR,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
V3L 1N3,New Westminster,BC,9.0,,9.3,,9.0,9.0,9.0,9.3
V5T 2R5,Vancouver,BC,,,,,,,,
V6A 4J4,Vancouver,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V5H 4M5,Burnaby,BC,10.0,10.0,10.0,11.0,10.0,10.0,10.0,11.0
V5P 4Y7,Vancouver,BC,8.0,8.0,8.0,7.3,8.0,8.0,8.0,8.0
V6K 1E9,Vancouver,BC,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
V6Y 2V7,Richmond,BC,11.0,10.3,10.3,11.0,10.3,11.0,11.0,11.0
V5C 4R1,Burnaby,BC,10.0,10.0,10.0,,10.0,10.0,10.0,10.0
V5H 4H2,Burnaby,BC,7.0,7.0,7.0,,7.0,7.0,7.0,7.0
V6G 2Z4,Vancouver,BC,9.0,9.0,9.0,,9.0,9.0,9.0,9.0
V6X 4B1,Richmond,BC,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0
V3R 4G6,Surrey,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V4K 4E2,Delta,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
32885,Orlando,FL,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
V6Y 1B3,Richmond,BC,10.0,10.0,10.0,,10.0,10.0,10.0,10.0
V5J 4R9,Burnaby,BC,,,,,,,,
V3B 0M1,Coquitlam,BC,9.0,9.0,9.0,,9.0,9.0,9.0,9.0
V3H 2M2,Port Moody,BC,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
V6W 1J9,Richmond,BC,10.0,10.0,,,11.0,11.0,10.0,11.0
V6X 2A9,Richmond,BC,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
V7E 2Z5,Richmond,BC,18.3,0.0,18.3,18.3,18.3,18.3,18.3,18.3
30060,Smyrna,GA,11.0,11.0,12.0,,11.0,11.0,11.0,12.0
V3M 3P1,New Westminster,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V5V 3E2,Vancouver,BC,11.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0
V6X 3J6,Richmond,BC,8.3,8.3,,,8.3,8.3,8.3,8.3
02141,Cambridge,MA,12.0,12.0,12.0,12.0,12.0,12.3,13.0,12.0
02465,West Newton,MA,14.0,11.3,14.0,17.3,14.0,14.0,14.0,14.0
32751,Orlando,FL,11.3,9.0,11.0,11.0,11.3,16.0,11.3,11.3
43110,Canal Winchester,OH,13.0,13.0,13.0,15.0,13.0,15.0,13.0,14.0
78620,Dripping Springs,TX,14.0,12.0,14.0,14.0,15.0,13.0,15.0,14.0
97140,Sherwood,OR,,,,,,,,
V5R 5L7,Vancouver,BC,13.0,13.0,12.0,12.0,13.0,13.0,13.0,13.0
34741,St. Cloud,FL,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3
V5C 6K1,Burnaby,BC,11.0,11.0,11.0,11.0,,,11.0,11.0
V6B 1Z5,Vancouver,BC,10.0,10.0,10.3,9.0,10.0,10.0,10.0,10.0
V6B 2C9,Vancouver,BC,22.0,19.3,22.0,22.0,23.0,19.3,23.0,22.0
V6C 2E7,Vancouver,BC,10.0,10.0,10.0,,10.0,10.0,10.0,10.0
V6E 3T3,Vancouver,BC,10.0,6.3,10.0,6.3,10.0,10.0,10.0,10.0
V7E 2Y4,Richmond,BC,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
V7K 1C7,North Vancouver,BC,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3
V7M 1H1,N Vancouver,BC,7.3,0.0,8.0,8.0,7.3,7.3,7.3,8.0
V6H 4H7,Vancouver,BC,,,,,,,,
02269,Quincy,MA,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V6H 2M3,Vancouver,BC,9.0,9.0,10.0,,9.0,9.0,9.0,10.0
78702,Austin texas,TX,10.0,0.0,18.0,,10.0,10.0,10.0,18.0
V5Y 0H6,Vancouver,BC,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0
V5B 2Y1,Burnaby,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V6E 4T7,Vancouver,BC,11.0,11.0,12.0,,11.0,11.0,11.0,12.0
32822,Lee Vista,FL,11.3,0.0,11.3,11.3,11.3,11.3,11.3,11.3
